"","time","BTC","ETH","XMR","ETC","ZEC","DASH","LTC","DOGE","NXT","BTCVOLFROM","BTCVOLTO","ETHVOLTO","ETHVOLFROM"
"461",1969-12-31 19:00:00,3573.84,289.99,56.79,19.52,244.2,243.13,56.39,0.002287,0.2188,7.36,26497.38,14859.36,51.33
"462",1969-12-31 19:00:00,3588.84,289.54,56.92,19.55,244.97,243.57,56.4,0.002333,0.2183,36.05,126670.14,17038.65,58.75
"463",1969-12-31 19:00:00,3598.07,289.99,56.92,19.57,244.99,243.37,56.5,0.002303,0.2143,93.06,332928.68,31764.1,109.23
"464",1969-12-31 19:00:00,3613.38,290.99,57.09,19.74,246.29,244.37,55.73,0.002313,0.2083,52.87,190124.53,2592.93,8.98
"465",1969-12-31 19:00:00,3620.31,290.26,56.84,19.88,244.88,243.61,55.7,0.002317,0.2096,24.43,88090.7,18800.44,67.05
"466",1969-12-31 19:00:00,3612.61,290.95,56.47,19.65,245.15,242.95,56.75,0.002276,0.2092,11.8,42316.88,9761.96,33.63
"467",1969-12-31 19:00:00,3608.44,287.3,56.11,19.76,245.05,242.2,55.68,0.002273,0.2137,18.91,68490.09,4247.6,14.75
"468",1969-12-31 19:00:00,3602.68,292.67,55.37,19.63,242.35,241.2,56.19,0.00227,0.2078,13.83,50001.22,11945.49,41.15
"469",1969-12-31 19:00:00,3616.32,292.99,56.13,19.79,244.35,244.39,56.14,0.002278,0.2141,19.24,69362.55,42804.54,148.48
"470",1969-12-31 19:00:00,3608.8,290.86,56.15,19.8,244.39,244.1,56.29,0.00231,0.2177,10.41,37364.39,12329.63,42.29
"471",1969-12-31 19:00:00,3615.28,292.8,56.36,19.72,244.54,246.85,55.75,0.002314,0.216,17.1,61920.34,17650.82,60.61
"472",1969-12-31 19:00:00,3585.53,292.51,55.97,19.58,244.89,242.2,56.29,0.002295,0.2273,10.61,38096.6,7216.64,24.75
"473",1969-12-31 19:00:00,3602.3,290,56.41,19.65,246.33,244.49,56.27,0.002305,0.2274,11.83,42703.77,51929.04,177.43
"474",1969-12-31 19:00:00,3599.02,292.1,56.72,19.52,244.41,243.87,56.3,0.002303,0.225,6.41,23135.9,6490.48,22.76
"475",1969-12-31 19:00:00,3605.73,292.71,56.61,19.46,243.17,244.29,55.51,0.002308,0.2309,42.29,149678.67,7362.3,25.13
"476",1969-12-31 19:00:00,3658.59,289,56.82,19.54,245.02,244.17,55.38,0.002341,0.2227,42.46,153075.11,4437.96,15.31
"477",1969-12-31 19:00:00,3693.09,294.62,56.95,19.56,246.11,247.22,56.49,0.002364,0.227,7.83,29001.11,545410.19,1848.85
"478",1969-12-31 19:00:00,3666.03,294.61,56.24,19.34,243.13,244.27,56.5,0.00231,0.2206,8.43,31446.78,205515.93,696.99
"479",1969-12-31 19:00:00,3671.18,293.65,56.06,19.16,241.6,243.99,56.62,0.002313,0.2154,24.51,90675.82,196062.5,670.1
"480",1969-12-31 19:00:00,3690.62,293.4,56.72,19.34,242.44,245.09,56.69,0.002325,0.2159,17.23,63813.19,12639.51,43.56
"481",1969-12-31 19:00:00,3691.16,292.24,56.7,19.43,243.54,246.09,56.47,0.002325,0.2202,14.98,55572.93,15399.76,53.26
"482",1969-12-31 19:00:00,3709.23,291.88,57.2,19.49,243.55,245.7,56.46,0.002337,0.2127,17.86,66026.22,47165.86,162.34
"483",1969-12-31 19:00:00,3726.35,292.11,57.5,19.35,244.41,246.42,56.39,0.002348,0.2077,59.42,221864.9,58118.45,200.87
"484",1969-12-31 19:00:00,3729.23,291.45,57.62,19.41,244.38,246.24,56.47,0.002349,0.2139,36.53,136373.47,32793.89,113.72
"485",1969-12-31 19:00:00,3707.8,287.65,57.29,19.3,242.16,245.6,56.44,0.002336,0.2073,34.77,128158.06,55924.96,193.97
"486",1969-12-31 19:00:00,3690.52,288,57.5,19.23,240.29,244.68,56.39,0.002288,0.2078,22.91,84994.84,48697.95,169.83
"487",1969-12-31 19:00:00,3702.47,288.64,57.98,19.42,242.66,245.33,55.75,0.002333,0.2067,20.07,74210.77,47207.35,163.87
"488",1969-12-31 19:00:00,3675.49,286.53,57.74,19.27,240.71,241.44,55.65,0.002316,0.2058,30.67,113228.54,16314.79,56.89
"489",1969-12-31 19:00:00,3726.65,287.24,58.28,19.42,242.19,244.69,56.47,0.002348,0.209,26.61,99028.22,33372,115.45
"490",1969-12-31 19:00:00,3760.06,290.89,59.07,19.51,245.38,245.91,56.45,0.002369,0.2079,9.49,35560.92,6726.3,23.45
"491",1969-12-31 19:00:00,3743.78,291.89,59.19,19.39,244.02,244.73,56.4,0.002359,0.2036,6.92,26472.55,44844.64,156.12
"492",1969-12-31 19:00:00,3757.65,290.68,59.9,19.34,244.17,244.7,56.47,0.00233,0.1976,8.08,30227.15,3845.88,13.48
"493",1969-12-31 19:00:00,3774.97,288.01,60.06,19.5,243.79,244.81,57.72,0.00234,0.1983,6.63,25011.18,6368.06,21.97
"494",1969-12-31 19:00:00,3837.66,290.1,59.06,19.51,243,244.19,58.09,0.002379,0.19,44.65,169611.95,19863.25,69.21
"495",1969-12-31 19:00:00,4019.87,295.03,61.02,19.68,245.98,240.55,59.33,0.002452,0.2018,118.9,471633.44,257567.96,873.42
"496",1969-12-31 19:00:00,4036.19,294.34,60.66,19.59,244.11,245.56,59.69,0.002462,0.2082,108.8,441205.41,87657.32,297.7
"497",1969-12-31 19:00:00,4006.52,293.43,60.3,19.31,245.08,243.64,59.53,0.002444,0.2132,34.8,139549.43,66450.59,226.39
"498",1969-12-31 19:00:00,4060.53,296.07,60.95,19.53,244.48,245.99,57.27,0.002477,0.1977,9.68,39364.4,10950,37.14
"499",1969-12-31 19:00:00,4007.98,299.9,61.12,19.64,246.37,243.28,58.69,0.002405,0.1945,8.33,33893.49,345988.2,1156.9
"500",1969-12-31 19:00:00,4080.74,299.5,61.78,19.78,246.76,244.4,58.58,0.002448,0.1957,24.05,97661.08,38571.62,128.8
"501",1969-12-31 19:00:00,4070.89,301.4,61.84,19.77,245.96,239.65,60,0.002483,0.1991,61.64,249695.34,259462.32,865.26
"502",1969-12-31 19:00:00,4045.17,301.55,61.93,19.63,247.36,242.31,58.01,0.002427,0.194,50.02,205715.32,193363.12,642.38
"503",1969-12-31 19:00:00,4048.31,307.11,62.26,20.02,255.57,248.12,57.63,0.002429,0.1993,19.53,79080.73,153552.96,506.42
"504",1969-12-31 19:00:00,4034.22,307.42,61.93,19.81,260.37,247.58,59.78,0.002461,0.202,22.51,91130.84,68710.72,224.01
"505",1969-12-31 19:00:00,4078.59,306.87,62.2,20.12,262.99,252.38,58.55,0.002488,0.2016,19.99,81021.89,189751.73,618.13
"506",1969-12-31 19:00:00,4073.74,304.3,61.76,19.81,259.9,245.52,58.72,0.002444,0.1968,20.46,83389.57,72505.93,236.87
"507",1969-12-31 19:00:00,4099.02,306.39,62.02,20.1,262.46,247.46,59.6,0.0025,0.2009,17.35,71424.67,65335.08,212.83
"508",1969-12-31 19:00:00,4184.04,306.97,62.72,20.06,263.55,249.75,59.55,0.002552,0.1973,44.5,184862.38,111403.76,363.1
"509",1969-12-31 19:00:00,4225.61,320.98,63.09,20.2,272.81,249.73,60.16,0.00262,0.1945,35.03,146851.71,495147.7,1547.83
"510",1969-12-31 19:00:00,4224.36,320.69,63.32,20.1,268.46,248.52,61.13,0.002577,0.1915,49.08,207731.72,367905.84,1142.35
"511",1969-12-31 19:00:00,4213.98,320.38,63.5,19.97,265.19,248.88,58.86,0.002655,0.1892,28,117739.13,61567.82,191.91
"512",1969-12-31 19:00:00,4122.08,320.85,62.04,19.77,260.31,243.49,58.93,0.002597,0.1858,51.67,215225.5,14697.86,45.66
"513",1969-12-31 19:00:00,4117.4,315.38,61.8,19.66,257.63,242.8,58.5,0.002553,0.1831,24.88,102352.83,602690.06,1884.85
"514",1969-12-31 19:00:00,4128.25,317.34,61.76,19.64,260.24,244.23,58.75,0.002601,0.1831,14.78,61460.09,46056.94,146.15
"515",1969-12-31 19:00:00,4167.34,324.98,62.3,19.99,260.67,245.75,59,0.002625,0.1869,10.42,43558.71,139302.83,438.63
"516",1969-12-31 19:00:00,4191.98,326.71,62.67,20.23,265.81,247.62,59.9,0.002641,0.1884,15.39,64484.33,42325.59,130.94
"517",1969-12-31 19:00:00,4187.53,341.5,62.77,20.59,271.94,247.57,61.13,0.002638,0.188,39.2,161824.78,328578.48,996.79
"518",1969-12-31 19:00:00,4138.5,334.12,62.62,20.13,270.58,245.45,59.37,0.002607,0.19,12.28,50901.57,78554.74,232.89
"519",1969-12-31 19:00:00,4135.77,330.18,62.12,20.23,270.11,246.12,59.31,0.002564,0.1885,38.87,159191.69,90728.71,276.98
"520",1969-12-31 19:00:00,4120.69,330.97,62.84,20.17,271.31,244.93,60.73,0.002555,0.189,5.71,23667.55,39962.03,120.54
"521",1969-12-31 19:00:00,4111.35,326.73,62.29,19.96,271.1,244.83,59.2,0.002549,0.1889,5.25,21600.71,35481.21,107.96
"522",1969-12-31 19:00:00,4141.03,328.63,62.57,20.04,267.59,246.39,59.68,0.002567,0.1962,15.56,63750.83,4113.68,12.61
"523",1969-12-31 19:00:00,4086.69,328.26,61.83,20,267.76,244.18,59.9,0.002534,0.1917,9.81,40567.41,25778.61,78.39
"524",1969-12-31 19:00:00,4064.44,328.1,60.68,19.85,263.74,242.97,59,0.00252,0.1833,9.97,40650.21,1383.63,4.24
"525",1969-12-31 19:00:00,4124.23,326.43,61.62,19.94,266.34,248.2,59.25,0.002557,0.1852,1.91,7911.2,3358.48,10.21
"526",1969-12-31 19:00:00,4096.05,336.82,61.11,19.77,264.6,244.78,59.97,0.00254,0.1816,3.76,15542.14,18337.87,55.05
"527",1969-12-31 19:00:00,4133.51,330.84,61.92,20.04,267.93,247.68,59.98,0.002563,0.1833,1.57,6430.4,89721.12,265.89
"528",1969-12-31 19:00:00,4104.93,332.98,61.08,19.84,266.86,246.99,60.4,0.002545,0.1817,0.6307,2601.15,3370.83,10.2
"529",1969-12-31 19:00:00,4100.15,336.63,60.93,19.69,265.2,247.2,60.25,0.002542,0.1815,7.39,30446.1,340229.95,1008.18
"530",1969-12-31 19:00:00,4156,338.75,61.3,19.83,265.19,247.12,60.04,0.002577,0.1783,10.03,41651.88,48639.35,143.75
"531",1969-12-31 19:00:00,4181.74,342.8,61.43,19.94,268.22,248.69,60.94,0.002551,0.1804,18.41,77124.12,73548.23,216.03
"532",1969-12-31 19:00:00,4181.39,346.56,61.01,19.87,267.73,244.78,59.8,0.002551,0.1747,30.55,128888.79,87744.25,254.79
"533",1969-12-31 19:00:00,4189.9,344.87,61.05,19.82,266.65,246.03,59.24,0.002556,0.1771,8.96,37964.88,69741.04,201.22
"534",1969-12-31 19:00:00,4220.24,340,61.62,19.97,267.9,247.31,59.3,0.002574,0.1793,61.59,261341.66,57859.54,168.29
"535",1969-12-31 19:00:00,4228.29,347.87,62.11,19.95,268.5,246.26,59.21,0.002579,0.1773,29.78,126992.3,37482.69,108.76
"536",1969-12-31 19:00:00,4233.44,353.99,62.27,19.99,273.1,246.94,59.03,0.002582,0.1765,7.94,33408.27,133636.61,382.04
"537",1969-12-31 19:00:00,4215.3,351.98,62.05,20.08,272.22,246.72,59.73,0.002571,0.1743,9.77,41305.57,56863.74,160.46
"538",1969-12-31 19:00:00,4205.15,350.99,62.19,20.12,270.43,245.54,59.02,0.002523,0.1712,4.18,17707.35,33293.23,95.33
"539",1969-12-31 19:00:00,4168.54,341.39,61.78,19.89,267.83,244.07,59.59,0.002501,0.1696,12.28,51650.22,101845.42,293.39
"540",1969-12-31 19:00:00,4194.34,344.74,62.08,20.07,271,246.71,59.59,0.002517,0.1701,11.37,47578.27,42322.44,122.89
"541",1969-12-31 19:00:00,4185.48,340.58,61.9,19.89,268.83,248.12,59,0.002469,0.1664,10.9,44636.05,103700.03,307.27
"542",1969-12-31 19:00:00,4184.73,343.95,61.93,19.85,268.53,249.58,59.97,0.002511,0.1761,5.08,21041.49,29147.27,85.57
"543",1969-12-31 19:00:00,4195.19,347.97,61.96,19.85,268.07,249.57,59.99,0.002517,0.1784,4.62,19424.2,28614.81,83.86
"544",1969-12-31 19:00:00,4203.51,341.16,62.25,19.94,267.76,250.53,59.98,0.00248,0.1791,13.89,58208.91,54022.03,157.7
"545",1969-12-31 19:00:00,4216.33,344.46,61.98,19.84,265.92,250.15,58.51,0.00253,0.1806,4.41,18614.22,10975.2,31.63
"546",1969-12-31 19:00:00,4220.75,343.28,61.92,19.75,264.94,249.83,59.2,0.002532,0.1828,6.58,27716.18,4557.03,13.33
"547",1969-12-31 19:00:00,4206.08,345.19,61.49,19.66,265.45,249.34,59.71,0.002482,0.1743,4.75,20060.35,10004.97,29.1
"548",1969-12-31 19:00:00,4230.24,336.23,61.72,19.66,267.06,250.05,59.69,0.002454,0.1746,5.88,24725.13,59492.61,174.28
"549",1969-12-31 19:00:00,4249.88,341.56,61.79,19.76,266.04,249.68,59,0.002465,0.1768,27.34,116190.23,1656.17,4.88
"550",1969-12-31 19:00:00,4224.35,349.39,61.17,19.65,264.4,249.24,58.51,0.002492,0.1809,5.14,21741.85,7935.04,22.9
"551",1969-12-31 19:00:00,4347.11,352.85,62.21,19.95,271.04,251.65,60,0.002565,0.1789,38.79,165463.2,27345.41,78.06
"552",1969-12-31 19:00:00,4380.02,349.97,61.32,19.83,270.38,249.14,59.75,0.002453,0.1764,32.96,144632.55,44256.02,124.96
"553",1969-12-31 19:00:00,4425.28,351.57,62.22,20.01,271.49,251.09,60.35,0.002522,0.1776,26.46,115565.88,53495.68,151.12
"554",1969-12-31 19:00:00,4377.69,349.71,61.73,19.97,269.75,251.15,60.34,0.002495,0.1776,29.14,128352.15,78244.37,221.74
"555",1969-12-31 19:00:00,4391.24,358.7,63.23,20.08,272.08,249.33,59.5,0.002503,0.1789,14.94,65472.01,83397.1,236.25
"556",1969-12-31 19:00:00,4378.05,354.8,63.35,19.99,270.61,248.89,59.5,0.002539,0.1748,9.6,42099.93,65672.19,184.89
"557",1969-12-31 19:00:00,4355.3,354.51,63.33,19.89,270.2,252.13,60.34,0.002483,0.1773,13.87,60869.32,179597.11,512.89
"558",1969-12-31 19:00:00,4327.44,348.96,63.57,19.75,269.08,255.15,59.59,0.00251,0.1782,16.83,73126.5,21359.88,60.84
"559",1969-12-31 19:00:00,4385.52,352,63.59,19.78,270.98,258.09,59.61,0.002544,0.1802,11.32,49166.38,27684.41,78.86
"560",1969-12-31 19:00:00,4364.19,346.74,63.28,19.75,269.71,256.75,59.55,0.002531,0.181,14.91,65189.72,83429.46,237.13
"561",1969-12-31 19:00:00,4364.93,348.41,64.08,19.6,269.27,254.96,60.01,0.002532,0.2003,14.84,64540.25,33851.32,98.03
"562",1969-12-31 19:00:00,4351.39,352.11,63.92,19.5,267.7,252.42,60.01,0.00248,0.1908,43.62,189731.36,162994.86,462.92
"563",1969-12-31 19:00:00,4357.02,352.66,64.79,19.59,268.09,253.14,60.98,0.002484,0.2002,54.08,235686.69,60856.44,171.9
"564",1969-12-31 19:00:00,4350.55,350.99,65.04,19.67,267.99,252.16,60.55,0.002523,0.1945,24.33,106064.45,225250.4,637.86
"565",1969-12-31 19:00:00,4380.88,349.99,65.23,19.77,270.52,254.31,60.5,0.002541,0.1922,10.74,47113.85,82136.28,236.15
"566",1969-12-31 19:00:00,4396.21,351.86,66.25,19.78,272.74,256.26,60.73,0.00255,0.1891,9.64,42344.8,11491.08,32.83
"567",1969-12-31 19:00:00,4461.82,357.49,66.53,19.9,276.23,258.47,60.7,0.002543,0.1898,16.36,72605.93,42544.35,120.61
"568",1969-12-31 19:00:00,4471.84,358.05,66.36,19.89,278.91,257.89,60.99,0.002549,0.1904,6.45,28813.68,18475.76,51.61
"569",1969-12-31 19:00:00,4421.06,354.98,66.05,19.74,275.79,255.49,59.36,0.00252,0.1874,18.25,81551.13,26837.01,75.53
"570",1969-12-31 19:00:00,4454.47,355.01,65.93,19.78,277.91,256.13,59.5,0.002539,0.1891,10.74,47368.1,9562.71,26.87
"571",1969-12-31 19:00:00,4467.55,356.42,65.67,19.76,277.97,257.82,60.39,0.002547,0.1875,6.81,30467.71,19621.77,54.92
"572",1969-12-31 19:00:00,4499.93,357.99,65.2,19.74,277.42,258.3,60.74,0.002565,0.1875,20.24,90525.92,16666.94,46.53
"573",1969-12-31 19:00:00,4477.79,356.93,65.11,19.76,278.61,257.61,60.74,0.002508,0.1857,10.33,46404.87,27434.79,76.34
"574",1969-12-31 19:00:00,4397.65,360.75,65.04,19.6,277.23,254.23,60.01,0.002463,0.1823,7.93,35089.31,37214.39,103.4
"575",1969-12-31 19:00:00,4450.11,364.43,67.78,19.68,280.05,254.9,60.7,0.002492,0.1826,7.05,31380.7,22815.39,62.96
"576",1969-12-31 19:00:00,4471.01,372.21,67.6,19.81,282.7,258.51,60.75,0.002548,0.1856,18.03,79725.51,121507.08,336.57
"577",1969-12-31 19:00:00,4392,371.74,67.59,20.16,284.07,253.46,60.65,0.002547,0.1814,27.09,118807.23,180607.29,490.11
"578",1969-12-31 19:00:00,4384.8,375.14,67.18,20.1,285.85,255.72,60.59,0.002499,0.1809,14.17,62639.47,95520.53,257
"579",1969-12-31 19:00:00,4397.2,374.34,67.23,20.13,286.35,257.24,60,0.002506,0.1839,17.23,75898.41,106976.91,284.16
"580",1969-12-31 19:00:00,4349.33,374.84,66.72,19.92,286.32,254.96,59.72,0.002523,0.1867,22.01,97045.07,89676.48,240.05
"581",1969-12-31 19:00:00,4365.25,372.51,66.35,19.77,284.05,255.67,59.75,0.002532,0.1863,12.59,54554.78,51864.46,138.24
"582",1969-12-31 19:00:00,4351.04,372.2,65.79,19.88,284.78,255.1,60.59,0.00248,0.1903,22.59,99666.23,60524.49,163.14
"583",1969-12-31 19:00:00,4436.24,378.49,66.77,20.04,295.23,256.95,60.59,0.002529,0.1879,39.62,175243.71,85270.25,226.65
"584",1969-12-31 19:00:00,4470.09,382.49,67.19,20.14,308.39,258.1,59.74,0.002548,0.1873,58.39,259512.71,66343.5,174.14
"585",1969-12-31 19:00:00,4412.22,389.03,66.8,20.24,321.25,254.98,62.61,0.002515,0.1841,24.84,107542.34,944964.46,2455.91
"586",1969-12-31 19:00:00,4456.91,379.79,67.43,20.74,322.23,261,63.12,0.00254,0.1855,15.74,70076.76,123455.85,320.73
"587",1969-12-31 19:00:00,4414.14,380.88,67.09,20.66,318.66,263.17,63.85,0.00256,0.1855,13.26,58527.24,60685.71,158.12
"588",1969-12-31 19:00:00,4409.86,392.32,67.56,20.55,324.21,261.24,64.39,0.002514,0.1846,12.4,54923.57,89491.92,230.85
"589",1969-12-31 19:00:00,4412,401.7,68.08,21.09,337.25,263.79,63.01,0.002515,0.1867,12.7,55686.47,646760,1623.16
"590",1969-12-31 19:00:00,4383.49,401.98,67.68,20.86,328.89,265.29,63.64,0.002542,0.1827,45.6,198406.75,255496.94,633.65
"591",1969-12-31 19:00:00,4391.5,408.19,67.63,20.97,333.75,266.7,63.49,0.002547,0.1878,14.2,61557.73,254368.52,637.42
"592",1969-12-31 19:00:00,4368.52,407.06,68.02,20.96,325.11,264.69,64.48,0.00249,0.1847,8.42,37051.45,72791.51,180.72
"593",1969-12-31 19:00:00,4395.44,403.54,68.48,20.84,325.79,268.21,64,0.002505,0.1869,12.76,55622.13,112359.63,281.4
"594",1969-12-31 19:00:00,4400.68,399.22,68.47,20.82,325.3,266.15,62.5,0.002508,0.1883,7.38,32245.19,25054.12,62.57
"595",1969-12-31 19:00:00,4407.09,389.73,68.79,20.68,318.06,261.43,64.63,0.002512,0.1888,3.1,13646.32,87618.79,223.97
"596",1969-12-31 19:00:00,4400.41,390.08,69.09,20.66,316.92,264.2,64.63,0.002508,0.1886,7.06,31202.27,27760.91,68.56
"597",1969-12-31 19:00:00,4401.15,383.44,68,20.44,319.48,262.22,64.99,0.002553,0.1873,6.39,28326.2,38628.69,99.93
"598",1969-12-31 19:00:00,4353.24,381.08,66.87,20.19,309.17,258.15,62.5,0.002525,0.1867,72.49,312597.95,487605.05,1273.85
"599",1969-12-31 19:00:00,4314.89,392,66.36,20.15,308.34,256.99,63.96,0.002459,0.1836,32.31,138919.36,189820.24,491.2
"600",1969-12-31 19:00:00,4334.97,391.85,67.19,20.22,310.9,258.71,63.99,0.002514,0.1848,11.03,47536.25,26603.06,68.6
"601",1969-12-31 19:00:00,4347.74,383.03,67.09,20.27,320.47,260.21,63.8,0.002478,0.1864,9.12,39255.02,85554.53,222.62
"602",1969-12-31 19:00:00,4310.87,369.42,66.26,20.09,312.67,257.27,61.39,0.0025,0.1862,30.2,129779.42,459727.03,1234.36
"603",1969-12-31 19:00:00,4318.33,380.48,66.29,20.04,310.44,260.87,63.76,0.002505,0.1847,33.02,141933.18,388627.45,1044.45
"604",1969-12-31 19:00:00,4315.8,378.06,66.07,19.93,311.82,260.29,63.68,0.002503,0.1867,12.92,55761.87,63943.95,170.47
"605",1969-12-31 19:00:00,4376.43,386.73,66.57,20.2,317.07,264.99,62,0.002538,0.1896,0.09097,409,51512.61,134.83
"606",1969-12-31 19:00:00,4364.3,388.92,66.25,20.21,320.47,264.21,63.87,0.002488,0.1913,3.56,15572.92,37322.69,96.31
"607",1969-12-31 19:00:00,4385.74,390.48,67.01,20.27,322.57,263.8,62.6,0.0025,0.1923,21.89,96093.03,44384.08,114.25
"608",1969-12-31 19:00:00,4423.69,396.9,67.59,20.37,328.77,264.49,63,0.002522,0.1925,39.23,173142,258125.42,659.62
"609",1969-12-31 19:00:00,4427.11,393.59,67.38,20.3,327.43,264.83,64,0.002523,0.1915,20.67,91211.76,86742.8,223.66
"610",1969-12-31 19:00:00,4405.99,388.3,66.62,20.39,319.65,265.5,63.99,0.002555,0.1894,15.02,65940.82,137800.99,352.52
"611",1969-12-31 19:00:00,4426.77,389.99,67.77,20.33,320.54,264.28,63.25,0.002568,0.1917,11.69,51261.06,34601.08,88.63
"612",1969-12-31 19:00:00,4430.62,391.67,66.77,20.41,318.69,263.27,63.4,0.00257,0.188,13.97,61739.6,307551.09,788.44
"613",1969-12-31 19:00:00,4456.84,388.99,67.03,20.47,316.7,263.49,63.68,0.00254,0.1882,15.42,68712.28,56925.84,145.62
"614",1969-12-31 19:00:00,4414.66,382.99,66.4,20.22,313.44,261.08,63.1,0.002516,0.1878,16.74,73887.02,85424.62,221.77
"615",1969-12-31 19:00:00,4421.65,389.7,66.37,20.35,316.72,261.85,64.93,0.002476,0.1879,15.02,66562.64,165237.12,432.44
"616",1969-12-31 19:00:00,4431.76,387,66.7,20.3,311.51,263.25,66.38,0.002526,0.189,7.08,31203.99,19300.47,50.22
"617",1969-12-31 19:00:00,4396.72,386.74,66.04,20.04,311.42,259.19,63.25,0.002462,0.1857,7.77,34276.07,7456.25,19.34
"618",1969-12-31 19:00:00,4398.83,389.88,65.94,19.99,311,257.24,64.11,0.002463,0.1824,4.94,21766.71,57628.33,150.23
"619",1969-12-31 19:00:00,4435.8,382.58,66.8,19.96,313.97,265.17,63.75,0.002484,0.1818,5.22,23064.68,23797.29,62.06
"620",1969-12-31 19:00:00,4409.1,389.54,66.14,19.92,312.08,266.09,63.75,0.002469,0.1799,4.4,19561.82,8545.15,21.98
"621",1969-12-31 19:00:00,4448.47,392.89,66.68,20.23,316.24,268.2,64,0.002491,0.1795,19.7,87743.69,30558.9,78.06
"622",1969-12-31 19:00:00,4452.29,388.01,65.45,20.36,323.64,266.43,63.89,0.002493,0.1829,7.66,34065.3,16259.66,41.56
"623",1969-12-31 19:00:00,4452.4,394,65.36,20.23,323.11,265.1,63.5,0.002493,0.1826,7.24,31924.96,46921.13,120.38
"624",1969-12-31 19:00:00,4451.77,398.13,65.26,20.33,323.29,266.57,63.03,0.002493,0.1809,12.64,56067.52,80056.36,201.82
"625",1969-12-31 19:00:00,4451.68,397.98,65.44,20.26,319.54,265.54,62.5,0.002537,0.1805,8.8,39058.49,43124.27,108.09
"626",1969-12-31 19:00:00,4486.89,397.42,66.45,20.4,316.73,266.48,66.16,0.002513,0.1796,38.41,171688.92,76758.09,192.87
"627",1969-12-31 19:00:00,4496.08,398.1,66,20.36,319.49,267.29,65.13,0.002518,0.1814,30.85,137894.42,73172.38,183.98
"628",1969-12-31 19:00:00,4494.04,399.2,66.47,20.36,321.05,266.05,64.49,0.002562,0.1794,46.12,207332.21,114309.67,286.34
"629",1969-12-31 19:00:00,4489.88,399.66,66.32,20.24,319.5,266.16,64.49,0.002559,0.1761,25.94,116992.08,42946.5,107.81
"630",1969-12-31 19:00:00,4456.33,398.76,65.51,20.05,316.93,265.69,64,0.00254,0.1754,21.16,94878.42,177759.96,445.31
"631",1969-12-31 19:00:00,4488.57,397.57,65.85,20.18,315.37,266.13,64.99,0.002558,0.1754,17.92,80432.02,47506.82,119.46
"632",1969-12-31 19:00:00,4512.13,396.94,65.92,20.14,308.99,267.03,65,0.002527,0.1773,21.96,98502.96,155448.44,395.05
"633",1969-12-31 19:00:00,4521.98,396.99,66.02,20.15,311.29,267.84,63.53,0.002532,0.1765,13.11,59146.26,87051.72,219.4
"634",1969-12-31 19:00:00,4537.86,395.99,66.03,20.2,310.57,268.41,64.94,0.002496,0.1748,32.14,145684.55,51887.74,130.6
"635",1969-12-31 19:00:00,4518.3,395.99,65.15,20.2,306.7,265.63,62.51,0.002485,0.1738,27.06,122707.4,65479.56,166.6
"636",1969-12-31 19:00:00,4507.32,394.1,64.68,20.04,308.12,267.15,61.81,0.002524,0.1758,29.71,132991.39,60774.61,155.89
"637",1969-12-31 19:00:00,4444.94,396.61,63.96,19.66,303.14,262.96,61.71,0.002445,0.1708,110,493203.87,304359.17,769.74
"638",1969-12-31 19:00:00,4452.49,393.91,64.03,19.66,300.45,263.05,62.51,0.002404,0.1693,32.45,144289.31,71292.61,182.94
"639",1969-12-31 19:00:00,4453.19,395.66,64.08,19.7,302.15,262.74,61.52,0.002405,0.1733,53.96,239645.24,51223.79,130.18
"640",1969-12-31 19:00:00,4454.19,394.91,63.83,19.83,302.66,262.98,63.42,0.002405,0.1712,7.19,32035.7,10649.81,26.95
"641",1969-12-31 19:00:00,4460.18,388.24,64.32,19.79,301.78,262.66,62,0.002408,0.1668,80.06,356445.63,66482.36,170.32
"642",1969-12-31 19:00:00,4451.88,388.06,64.15,19.75,301.3,262.22,61.28,0.002359,0.1657,8.51,38262.32,47312.41,121.54
"643",1969-12-31 19:00:00,4462.91,390.53,64.04,19.6,298.48,261.21,62.12,0.002365,0.1641,32.65,146049.87,16834.19,43.58
"644",1969-12-31 19:00:00,4486.78,390.94,64.39,19.57,299.09,265.84,61.3,0.002423,0.1611,14.91,66956.52,7473.21,19.27
"645",1969-12-31 19:00:00,4506.29,389.99,64.62,19.62,298.59,266.95,62.98,0.002343,0.1633,11.81,53458.94,3849.28,9.88
"646",1969-12-31 19:00:00,4501.32,389.99,64.68,19.59,301.05,265.98,61.29,0.002386,0.1643,8.96,40592.61,4082.42,10.49
"647",1969-12-31 19:00:00,4479.42,389.8,64.15,19.38,297.16,262.54,61.28,0.002374,0.1608,18.22,81532.78,14121.72,36.58
"648",1969-12-31 19:00:00,4543.3,389.08,64.42,19.5,298.63,262.74,61.06,0.002317,0.1619,41.16,185878.14,67043.33,173.22
"649",1969-12-31 19:00:00,4555.43,389.54,64.37,19.45,295.92,265.35,60,0.002323,0.1612,24.22,109985.97,34995.19,90.1
"650",1969-12-31 19:00:00,4513.57,384.94,63.28,19.11,287.42,257.36,62.29,0.002347,0.1545,31.61,143912.54,71916.44,187.14
"651",1969-12-31 19:00:00,4569.8,387,64.3,19.39,293.29,256.23,61.88,0.002376,0.1609,21.96,100409.23,30616.34,79.47
